Income,Housing cost,Transportation cost,Healthcare Expense,Food and Dining,Personal Expenses,Financial aid,Credit History,Savings,Academic Performance
f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,outcome,class
2962,1067,2172,3412,1142,8877,1,593,2365,1,97782,0
2326,2942,1054,3531,2801,15187,1,3038,1061,1,142006,0
482,2264,1167,1652,2165,11169,1,1044,362,1,93746,0
4054,2889,584,2289,1414,14107,1,3421,2444,1,136318,0
10762,2427,1321,1946,1695,10230,1,1771,2315,1,120570,0
558,2241,456,3055,1258,11336,1,2079,1762,1,105548,0
13357,1752,444,3832,1632,9962,1,1939,1302,1,123332,0
7913,950,4168,631,554,15079,1,2815,2568,1,150046,0
14438,2309,2704,2066,2750,2682,1,3749,2794,1,100348,0
11279,2718,3490,1858,2048,16223,1,3281,60,1,164194,0
2345,736,4214,1384,1299,4196,1,1558,2225,1,71470,0
14202,623,4455,3566,849,5740,1,2216,541,1,108910,0
13555,2392,4739,1826,443,4064,1,3844,1568,1,105082,0
10997,2452,2466,4886,620,9482,1,1393,1139,1,124576,0
14491,2754,2578,1383,1985,5823,1,2675,2592,1,110320,0
10590,987,357,1416,467,17519,1,783,1715,1,146296,0
9638,1881,4698,3868,2877,16628,1,3840,2139,1,186750,1
321,1234,1180,3286,430,14965,1,3903,1546,1,133430,0
6439,1552,4908,4245,1843,7615,1,1518,1631,1,114576,0
3610,2327,394,2974,1328,17237,1,1305,2011,1,144698,0
14745,2264,3095,3331,486,16467,1,3733,419,1,176114,1
3536,1096,4579,2776,1310,4772,1,2163,59,1,78834,0
1859,2956,2512,2516,479,14160,1,1959,2439,1,133262,0
13172,1858,1186,1845,1202,18739,1,3643,1883,1,179136,1
7896,1504,791,3937,1811,16113,1,3623,1717,1,159382,0
11041,2163,1949,1268,1884,2606,1,3871,2344,1,83550,0
2684,2233,3316,3942,2094,8157,1,2103,1874,1,107914,0
14029,2279,784,1360,694,14668,1,909,1549,1,140430,0
3773,2659,451,1472,1387,10598,1,3918,601,1,105004,0
4585,908,3291,1320,760,13547,1,1746,505,1,121246,0
14670,1894,1792,3270,996,14341,1,3251,917,1,158096,0
3696,1772,1580,3068,2056,5234,1,3880,2114,1,89030,0
2621,2929,1242,1489,1233,19246,1,2600,1471,1,156260,0
4771,1082,4898,826,2291,9869,1,934,2190,1,110904,0
11774,1181,4930,4340,2109,13324,1,1537,1706,1,160134,0
11162,300,3631,3294,1196,12539,1,3563,1361,1,147956,0
12063,706,2424,2229,1077,19142,1,3813,219,1,177294,1
13030,1951,379,1876,1576,16028,1,2763,1429,1,155080,0
14983,383,499,1603,1012,4256,1,1292,2037,1,80026,0
76,1694,3429,1642,1442,16838,1,701,1006,1,134574,0
1508,776,2552,4434,567,13458,1,1364,696,1,122644,0
5637,2016,120,2040,622,14934,1,1908,2856,1,133860,0
9475,2516,4883,3415,2220,7245,1,2470,2330,1,124294,0
12078,1628,577,2917,963,2956,1,212,2050,1,70108,0
13440,1940,310,3883,2271,4472,1,2218,1071,1,92072,0
1571,1095,3517,2453,1673,19624,1,3124,2490,1,172768,1
8072,1364,1057,1785,478,11341,1,1830,2096,1,114956,0
387,2103,1763,1228,1995,2460,1,564,798,1,41152,0
1436,2924,4456,4681,1928,12386,1,836,88,1,127146,0
9627,1844,3874,2234,603,9781,1,2578,990,1,121548,0
14575,627,509,4247,1369,15933,1,3422,2711,1,172306,0
12131,2724,393,2774,561,8232,1,973,379,1,98310,0
10174,1470,1669,3825,2077,8402,1,3591,1675,1,120904,0
9744,1162,480,3196,2511,4853,1,2114,1325,1,84422,0
548,1637,2438,572,1017,8412,1,2952,1695,1,87514,0
1263,623,211,4505,2962,19349,1,2744,869,1,159116,0
7791,1384,2273,1693,343,2608,1,1938,2572,1,68598,0
9213,1241,3326,1486,1980,18452,1,2206,2694,1,174438,1
2484,2973,4555,1286,991,2515,1,1817,913,1,62280,0
10844,1113,1402,3869,2181,6828,1,983,43,1,94442,0
9735,2591,2484,1530,895,8546,1,191,2161,1,103192,0
8290,1189,2657,1068,2683,16268,1,2613,2745,1,158274,0
1758,2102,384,805,2772,12366,1,1768,1904,1,106914,0
14636,2876,381,2637,1107,6692,1,2622,1832,1,107288,0
9959,2574,881,2751,1906,8534,1,714,560,1,99716,0
5501,593,4265,1321,1132,5527,1,3758,531,1,87124,0
7776,2435,1690,1001,1352,17888,1,769,2897,1,155892,0
2105,597,1199,3967,1365,4792,1,3957,2965,1,85248,0
4774,668,4164,4086,1960,19624,1,458,2276,1,176494,1
11945,2314,4111,3766,2307,8262,1,1169,943,1,122670,0
6846,2414,2957,1470,1544,17748,1,1520,2811,1,163138,0
7290,1628,1,3221,408,2459,1,793,2035,1,57616,0
13571,1716,3423,2635,564,18946,1,3839,2413,1,194628,1
3492,1122,1726,2718,691,14210,1,2347,2005,1,131064,0
13810,1523,2565,2915,377,18631,1,3774,891,1,183796,1
13020,1601,1382,4595,336,17621,1,1868,272,1,168118,0
12957,1430,634,1501,2249,17108,1,274,165,1,146226,0
8537,2131,3453,848,457,13259,1,2213,35,1,128010,0
12860,2632,3917,1531,2648,12359,1,954,659,1,138688,0
1710,1598,3135,981,1798,3469,1,1785,1392,1,60208,0
3088,1351,2746,2727,2614,3784,1,532,829,1,64156,0
8055,620,2540,2808,1741,5625,1,1957,1080,1,88132,0
3021,278,4042,3572,1428,6608,1,1208,2329,1,93716,0
6393,1079,2293,2019,2521,7986,1,3007,1870,1,104668,0
11149,403,3133,4949,1057,2460,1,2743,2130,1,91808,0
9811,2037,378,2294,2252,7682,1,1826,1901,1,99898,0
6126,820,1402,1296,785,11778,1,3926,2700,1,123436,0
7353,2254,3033,4726,311,18843,1,1436,1786,1,176828,1
1562,1057,871,4190,2990,11984,1,2353,2537,1,122936,0
8654,2913,2417,1092,1918,16143,1,3168,1187,1,155294,0
12281,2883,3536,4693,1131,14353,1,3305,2179,1,173570,1
4663,2785,2309,3527,2326,2823,1,2300,965,1,72900,0
14563,905,3629,3290,1331,6289,1,3193,649,1,114386,0
9931,2842,2595,3261,1482,2242,1,2313,1445,1,80428,0
8353,835,3051,2878,1107,19387,1,279,1177,1,166462,0
7593,1228,1590,1365,1999,4654,1,2002,2458,1,79234,0
13975,1755,981,2899,2221,15876,1,2685,213,1,158280,0
9783,371,669,2148,736,7859,1,359,1191,1,86412,0
5506,858,4789,810,491,14253,1,3274,2828,1,146042,0
5216,2166,1897,4302,1835,7044,1,3786,111,1,101092,0
14549,481,4956,2050,1287,7896,1,2832,716,1,122236,0
3237,2058,3243,928,1605,18950,1,3663,193,1,159618,0
2081,2040,4142,3960,1004,19051,1,3413,1427,1,176334,1
3593,936,2729,3401,2884,18875,1,819,2497,1,165870,0
9576,874,357,3595,566,5404,1,1739,2833,1,88562,0
4717,1089,639,3613,1603,16482,1,1859,1288,1,143316,0
11946,2303,2310,4584,449,18255,1,382,2864,1,179496,1
9309,278,25,3409,598,13307,1,1764,1816,1,128278,0
4933,2784,990,4867,2282,5211,1,461,2361,1,85990,0
13660,1412,1320,3184,2250,2919,1,3501,1620,1,90668,0
629,1529,4448,4799,2052,16509,1,932,1650,1,154800,0
7369,2639,427,2757,2457,3980,1,3967,575,1,79724,0
11140,780,2620,3177,2015,2291,1,3662,1422,1,85150,0
1399,303,2888,1248,582,3762,1,3132,2824,1,67518,0
4577,203,99,1283,982,5224,1,401,2246,1,58994,0
8012,1765,2073,3312,1080,10274,1,2149,2737,1,124452,0
8393,957,3128,3553,380,12837,1,3762,1618,1,144736,0
8644,1857,3454,4972,2370,15489,1,920,1304,1,161286,0
8834,2753,1600,3120,616,9009,1,3053,450,1,111362,0
4178,2455,3229,2727,2441,2607,1,2739,424,1,70276,0
2109,638,1511,3548,1647,7527,1,2535,1377,1,89844,0
3510,1157,1874,798,2149,8860,1,2245,2102,1,94878,0
10071,2086,985,3897,508,16507,1,3676,2442,1,168382,0
6873,1789,671,2499,1055,16822,1,1383,1120,1,143068,0
10531,822,2308,2572,2608,11441,1,2684,451,1,128638,0
11513,455,4676,1147,2751,16839,1,2821,2990,1,177018,1
13014,579,2701,612,1931,14283,1,1762,1504,1,143072,0
8120,2262,2652,3349,1078,15862,1,2871,1673,1,160282,0
800,1511,2083,3001,690,18974,1,798,2203,1,152196,0
2653,1804,588,4543,2997,8588,1,2691,269,1,98810,0
12021,2718,3909,730,515,6749,1,2667,1531,1,106360,0
3767,1450,4964,610,2590,16464,1,2426,256,1,147432,0
10635,466,4129,1917,1031,18622,1,931,2642,1,174482,1
3937,684,489,3414,451,3014,1,600,903,1,49862,0
2283,2191,1611,2739,629,10009,1,2080,2007,1,104018,0
13704,284,2633,3060,330,14164,1,1108,201,1,141638,0
1188,2219,4965,1648,1528,10881,1,438,1200,1,108170,0
11134,412,2443,1523,2994,19335,1,2463,2793,1,181988,1
835,1357,3943,3801,1715,15273,1,1791,1694,1,144378,0
14400,2612,137,4515,2724,7589,1,1673,438,1,112068,0
12229,2649,3343,963,1399,17021,1,444,1028,1,157802,0
6314,2048,2790,636,1854,17994,1,485,1666,1,150714,0
11103,366,3378,2740,1300,17714,1,1705,642,1,165692,0
8064,1403,3857,1951,2253,16132,1,1755,1487,1,156442,0
6224,551,135,3476,2016,6242,1,1289,1006,1,78668,0
14263,2521,2336,2788,2923,9926,1,3869,2992,1,146920,0
13168,1791,3786,2572,1048,16901,1,2800,1357,1,175490,1
4027,2128,1040,1824,1212,4449,1,2370,1978,1,70286,0
246,2688,1251,834,530,8648,1,2555,1521,1,83470,0
7791,2941,3298,2032,1551,14911,1,510,360,1,138842,0
9111,2555,141,4588,673,2961,1,3777,2140,1,85038,0
8507,1236,2296,1377,1142,7921,1,945,2808,1,99010,0
12816,2433,2669,3274,2552,7875,1,2202,2514,1,125498,0
2079,2674,2690,4133,2817,5778,1,2568,2693,1,98154,0
11995,1606,3946,1455,762,13528,1,2343,1839,1,148236,0
12781,1378,2308,2691,1329,13386,1,2995,1011,1,147322,0
1675,1035,2687,1628,974,13180,1,3503,1143,1,122302,0
12760,2511,388,2638,1961,8432,1,767,2670,1,110918,0
5929,2292,1286,2115,2020,7037,1,3559,335,1,91894,0
10364,1468,322,1540,807,17564,1,877,545,1,143808,0
14402,246,496,847,493,14065,1,1551,1782,1,133386,0
14546,2527,1251,4713,869,19394,1,3198,2252,1,197914,1
2581,480,1072,2875,1847,4249,1,531,1290,1,58392,0
5436,1297,530,1265,646,14800,1,2553,1708,1,127792,0
12804,2733,3733,2579,1847,7004,1,2146,2351,1,120038,0
8099,2949,1380,629,946,17109,1,3210,775,1,150628,0
2109,413,3128,3333,2060,18779,1,1564,1639,1,160504,0
14082,1947,3672,4569,2306,12242,1,822,1986,1,154328,0
3123,2094,3686,3112,2824,11204,1,1759,2839,1,128900,0
14107,211,3840,1517,1094,15258,1,315,976,1,148974,0
5125,1557,2359,3203,2788,7981,1,2374,1551,1,104784,0
8991,1777,2340,4223,508,7724,1,3504,2304,1,118390,0
9631,795,2733,604,2151,5161,1,1355,1170,1,79578,0
1317,2720,4489,3665,1679,17064,1,1749,2653,1,164050,0
4419,420,416,3045,629,13677,1,2792,800,1,121220,0
4432,1368,1789,815,1939,15795,1,3129,956,1,137014,0
7441,1773,3833,2239,475,19777,1,2846,2894,1,185298,1
115,2955,3571,1120,2377,8764,1,3515,1134,1,100848,0
5356,1156,3902,1119,690,7759,1,1038,230,1,86124,0
5773,638,1411,4174,2178,18561,1,1807,245,1,159102,0
10097,1722,69,3192,2232,13343,1,1830,327,1,129842,0
79,1309,553,4881,553,16638,1,2560,287,1,136844,0
8128,1231,4298,1605,520,10944,1,1349,1793,1,121612,0
12306,2775,155,3254,866,4898,1,1281,2291,1,89216,0
1812,1387,89,617,908,18385,1,258,229,1,123306,0
6398,995,2689,1163,1052,18188,1,1928,634,1,151684,0
627,2607,821,4192,2769,19383,1,1199,806,1,156386,0
4840,1625,4807,1738,1130,7158,1,408,51,1,86164,0
3314,1904,2865,3207,2591,19793,1,1227,142,1,164150,0
5793,2643,2904,761,2906,4915,1,1054,2912,1,82708,0
5401,2375,4550,1806,2699,17189,1,3561,295,1,164942,0
538,2155,1210,897,2610,12683,1,1357,851,1,103974,0
14715,462,3266,4721,1170,15494,1,345,1515,1,165056,0
7399,434,2954,3722,1820,8443,1,3633,621,1,113694,0
8132,2859,3804,554,1636,17295,1,3508,589,1,162854,0
12502,1834,251,1900,2341,2473,1,1940,2523,1,74658,0
13833,1181,25,596,1850,4661,1,2713,1569,1,81316,0
716,1176,4051,3110,2239,2241,1,659,2525,1,63098,0
94,1750,1123,4010,546,9017,1,1029,1436,1,89284,0
4757,453,818,3804,1241,5380,1,1154,1947,1,76084,0
1571,2472,4742,4248,2091,11853,1,1308,2921,1,136272,0
9376,2253,1812,3837,859,19239,1,3312,876,1,179768,1
1097,1864,595,767,418,12171,1,268,97,1,86702,0
1265,1592,4336,3831,1824,6123,1,2640,1358,1,94770,0
3153,2268,2036,3857,846,7184,1,204,2462,1,89884,0
6269,918,2912,4976,1991,17081,1,3798,981,1,171520,0
7024,2509,2628,4757,1781,12138,1,1017,1524,1,135170,0
4297,2751,2015,2265,1699,11026,1,1581,2535,1,117244,0
13804,1390,1436,4003,2660,16798,1,1493,1379,1,169750,0
3182,2531,2288,4408,1127,2624,1,3994,2512,1,82242,0
3435,793,1983,1978,2696,2933,1,956,905,1,54744,0
12127,914,655,627,850,12490,1,1284,2973,1,124888,0
7274,377,2211,1670,2568,7441,1,3660,1151,1,99862,0
1059,567,4844,2382,2126,7412,1,763,1273,1,89034,0
1203,1146,3150,1719,2014,6722,1,228,2075,1,77756,0
4709,2358,4269,3703,1414,8675,1,449,2074,1,111002,0
3752,1502,4017,2011,1191,9198,1,2754,2597,1,113604,0
1855,2675,4144,1078,2190,13053,1,1923,1170,1,125028,0
5846,1282,1863,1274,453,2492,1,2714,1494,1,59504,0
14922,1062,4009,2459,2381,7477,1,2831,454,1,120614,0
12957,811,2269,3411,2685,8604,1,3092,657,1,122256,0
8387,881,4093,2445,2906,16997,1,3522,2748,1,177572,1
9086,2210,1786,631,1355,10806,1,2080,1353,1,113548,0
13467,2809,3126,1564,955,5598,1,2317,656,1,98712,0
5924,743,2428,914,1275,10128,1,1930,626,1,100254,0
9301,770,4316,1752,444,6208,1,2470,293,1,93612,0
13754,2900,2270,4884,475,7987,1,1078,1451,1,120922,0
2043,606,655,557,1851,6565,1,1010,661,1,59932,0
13751,2392,2859,3368,1391,12988,1,3665,2620,1,163054,0
11020,2139,710,3653,463,3131,1,1248,2709,1,79320,0
9113,1599,191,1482,2450,18921,1,2607,2633,1,167512,0
1660,769,1000,2318,1934,10242,1,2882,1379,1,100504,0
1,2652,461,4711,750,16875,1,1293,2995,1,145906,0
5976,2261,2240,3711,2648,6054,1,1397,1165,1,92156,0
9165,209,4443,4163,528,5544,1,3320,472,1,102670,0
6145,2944,4,4450,1197,15507,1,2431,1060,1,145404,0
10470,2368,2918,4635,2555,8630,1,3639,753,1,130356,0
2854,2853,46,3573,710,18489,1,299,2590,1,149810,0
7171,2714,2051,2879,2889,10041,1,3420,2081,1,127528,0
14769,1358,177,3587,2059,10533,1,2761,2859,1,137116,0
1628,1219,3181,2447,1035,16860,1,1002,2778,1,146566,0
7446,2801,4044,3115,1635,13525,1,2465,1585,1,149760,0
7390,2195,805,2336,1668,6683,1,1181,534,1,82038,0
14816,2873,3399,1558,2443,14270,1,3957,366,1,163014,0
12372,731,358,2163,2579,8150,1,2741,1088,1,105674,0
2374,893,1550,870,1434,19259,1,965,926,1,142210,0
5143,226,2731,3217,795,2561,1,3058,2174,1,72424,0
8653,2162,4873,2273,378,14292,1,915,998,1,144384,0
2740,722,3169,1854,713,5331,1,547,2263,1,71678,0
9006,283,888,2776,2317,8866,1,3609,2868,1,116982,0
6622,1730,3509,1172,1845,18895,1,2373,410,1,163630,0
6956,2940,2064,1413,1697,2251,1,2154,750,1,62226,0
12639,1348,1337,3122,1780,11674,1,1177,2327,1,133440,0
13562,453,3223,3931,342,9083,1,2673,2137,1,131078,0
777,2566,1640,4435,2395,13115,1,1385,1159,1,124652,0
9557,1728,3508,928,2744,19999,1,3302,1651,1,185618,1
2760,1989,4444,953,2067,19931,1,169,2689,1,166248,0
12518,825,4306,3161,2767,3391,1,680,930,1,88884,0
4915,2301,4869,2388,781,16277,1,3536,2666,1,167502,0
4952,2071,2275,3543,2363,6035,1,1027,2004,1,90388,0
14686,235,4459,4868,1361,10436,1,3127,1832,1,152334,0
1142,1491,2030,3750,818,10769,1,2608,1059,1,109314,0
10486,1966,2289,1865,789,18733,1,3672,228,1,171106,0
3198,2993,560,4770,2019,12466,1,2002,2090,1,128914,0
24,2495,2525,1542,1311,2076,1,748,1052,1,43594,0
8366,2301,3893,2571,2535,10145,1,2303,526,1,124456,0
5240,345,3386,3809,2438,13973,1,190,1368,1,134906,0
12589,608,1304,2889,2948,4296,1,3876,2268,1,99424,0
13102,2138,3222,4329,1340,5933,1,2731,1958,1,117728,0
4587,1132,3658,504,1910,5043,1,3458,1048,1,80198,0
13047,1243,2555,2560,2463,11014,1,1640,2077,1,134928,0
1616,2007,1898,3059,1728,16670,1,331,2049,1,140080,0
640,1106,2574,2496,2631,8052,1,3642,866,1,95388,0
6999,914,812,4412,2615,19610,1,3022,2769,1,182786,1
1562,2356,2109,1186,866,5629,1,1012,1920,1,68260,0
1122,1585,195,2801,1718,9621,1,3369,2931,1,103770,0
2879,2046,1484,1297,2987,4662,1,2264,2311,1,73230,0
6526,1192,2579,1907,1979,2215,1,1625,2010,1,65178,0
5359,2219,80,4404,1778,13715,1,901,1428,1,128264,0
7410,839,3561,4887,353,6691,1,2563,2523,1,111496,0
10532,2336,2681,3699,2383,17739,1,3367,116,1,176398,1
7172,1344,2382,2406,1427,9211,1,3268,1462,1,113234,0
11051,1746,1984,3511,878,14971,1,2617,269,1,150710,0
7740,1123,4975,2983,390,6485,1,2773,595,1,102730,0
6355,630,694,3130,613,16122,1,1689,1663,1,140642,0
3672,457,3414,2564,358,4401,1,2182,1692,1,74798,0
6410,2740,1201,2920,2441,17131,1,1982,182,1,151118,0
7567,1894,4045,1232,961,4363,1,1131,643,1,75236,0
7886,799,14,4943,2700,12391,1,1649,2985,1,135490,0
14470,893,535,2908,2919,4778,1,2705,2004,1,97850,0
12830,273,3879,3165,1541,15496,1,1186,1572,1,161482,0
5591,469,1522,872,2651,4436,1,973,348,1,58908,0
1446,520,3144,939,2008,11180,1,984,1112,1,99754,0
8887,705,3900,2102,435,9295,1,190,1071,1,104886,0
8214,2706,409,1798,1710,12258,1,3249,1189,1,125398,0
8386,2458,2821,3888,1587,2593,1,1502,2195,1,82054,0
1856,1770,3647,2185,2199,6671,1,787,1828,1,85474,0
8719,295,2645,3474,2805,19127,1,1487,104,1,169250,0
2105,2114,4389,4002,1381,16980,1,1926,883,1,157890,0
7487,508,3132,3363,1904,17787,1,520,2152,1,163198,0
5781,1023,120,755,1811,7884,1,1850,1659,1,82080,0
10550,285,1857,2046,705,13690,1,2599,269,1,132314,0
8182,2685,2534,2862,1403,10935,1,540,1972,1,121792,0
2257,2238,3844,2894,1366,9676,1,1016,2835,1,112144,0
13072,2030,1096,2650,1685,13882,1,2433,1761,1,148636,0
8172,2288,1865,959,1707,8399,1,3670,1013,1,104766,0
2902,2434,2370,3500,2381,13592,1,3239,126,1,133936,0
14606,2603,2409,1515,2638,9428,1,3950,1449,1,133564,0
11345,997,3669,3644,2871,14101,1,3086,1227,1,161546,0
2399,1484,4110,4315,855,13916,1,3299,206,1,140702,0
13589,366,4071,4994,1817,13913,1,2366,366,1,162220,0
3392,2105,4550,3654,1649,5831,1,3037,265,1,95312,0
6165,1189,2743,3127,1187,17733,1,988,1983,1,158854,0
346,2898,3442,4982,2157,3781,1,3115,2384,1,89190,0
933,2458,4635,4647,1208,19175,1,2502,1031,1,175518,1
9235,1539,2849,4380,349,18753,1,2637,1509,1,180274,1
5448,1476,4464,4923,1757,7202,1,2088,908,1,110116,0
3602,1194,1630,3785,741,14284,1,2301,140,1,128212,0
9364,1500,186,3216,1975,19319,1,137,1054,1,159974,0
11383,900,3728,1320,2020,10260,1,1070,946,1,118432,0
6723,1287,328,3523,2222,4336,1,630,71,1,64698,0
2080,1841,714,1535,2645,4179,1,451,1387,1,54564,0
4544,919,981,4397,1331,3875,1,3062,1434,1,76344,0
8951,1638,4518,1467,1909,2695,1,1197,1918,1,77576,0
3585,1780,3472,4002,1474,17881,1,804,1889,1,161642,0
10278,2350,2195,3847,2700,3533,1,3060,1119,1,92748,0
2076,2265,2792,3311,2871,14742,1,2742,1144,1,142842,0
3672,970,828,1536,1643,6953,1,2426,321,1,74742,0
11162,413,2064,3897,1650,12687,1,723,1631,1,135842,0
14241,642,3488,2900,1670,19303,1,3923,827,1,193486,1
14983,1425,3279,796,922,12549,1,270,2281,1,136468,0
7914,2291,1334,3838,1608,12548,1,1579,334,1,127264,0
12499,824,2894,3321,2109,3929,1,1797,554,1,88712,0
7197,512,3373,944,792,11289,1,2698,2087,1,121154,0
5995,678,4888,3517,475,19726,1,3241,2734,1,190182,1
4705,1243,4200,1804,2169,5514,1,3875,1436,1,94588,0
14571,417,883,3485,2100,11915,1,2342,933,1,136248,0
12134,1252,511,1142,1425,18520,1,1519,1594,1,159816,0
11984,2659,1554,3730,1667,11660,1,1219,355,1,130022,0
2580,1779,3126,4450,2437,10246,1,3651,386,1,121530,0
1667,692,2164,1670,2507,3943,1,3418,1344,1,67784,0
1764,2165,1452,2580,633,12462,1,1508,1179,1,110782,0
9509,252,1155,4985,863,4029,1,358,360,1,72864,0
6294,1896,4427,4410,446,9190,1,2135,2425,1,126010,0
13585,1968,3859,907,1543,9834,1,1568,1322,1,123830,0
4506,956,1832,4201,2276,7193,1,559,1415,1,90672,0
2713,864,4933,607,1821,16060,1,2268,2130,1,146918,0
6374,732,1041,4511,2780,13277,1,151,1797,1,129444,0
2274,2100,4643,3370,1432,17588,1,2210,957,1,161870,0
1935,1925,1074,3267,2056,18814,1,2182,1955,1,158638,0
11390,2289,2916,4474,2353,4255,1,3708,2734,1,112932,0
1946,1161,1587,3794,1627,16170,1,1227,1869,1,140406,0
12475,1672,379,4868,2314,16492,1,891,718,1,159308,0
9976,1549,3122,4138,581,9671,1,1281,2799,1,127608,0
5659,959,332,4048,853,6298,1,618,2582,1,83060,0
5101,966,1649,695,1620,6564,1,3169,273,1,77912,0
3406,762,1903,1710,2555,18377,1,1084,1142,1,147074,0
8661,1108,109,4088,423,18781,1,3444,133,1,164176,0
1712,2781,4115,2083,1596,7424,1,234,351,1,83864,0
10299,418,4775,4759,1103,17250,1,1648,49,1,172074,0
7027,2088,2539,4878,2468,3357,1,979,1440,1,82662,0
14183,2932,1245,4246,2390,17948,1,2758,2310,1,188944,1
7393,911,936,4519,1894,3188,1,3247,1409,1,79978,0
1036,2552,2298,1460,2450,16092,1,1800,2417,1,140538,0
2331,842,4196,2948,1309,6151,1,3070,270,1,87816,0
4101,1164,2299,4655,2525,7489,1,3050,338,1,101892,0
4257,1464,1564,1295,703,7835,1,2503,1832,1,88644,0
3777,2286,4061,518,2203,12185,1,721,205,1,111672,0
10199,1483,3602,1251,2281,10765,1,1866,1533,1,125534,0
6621,2858,4019,1778,2879,17641,1,3482,2088,1,176040,1
4670,2620,2400,2016,525,5528,1,2058,621,1,77188,0
1552,1701,3661,1387,1859,8590,1,3611,1674,1,103106,0
6173,2913,4077,3248,1345,14585,1,3733,2203,1,161426,0
13495,1069,1314,1477,481,13920,1,3954,2256,1,149624,0
5244,1394,1605,1095,2828,7855,1,685,89,1,79968,0
2220,2578,1252,4381,1185,6351,1,3545,878,1,90306,0
6662,2667,885,2888,2818,7267,1,1058,2005,1,95250,0
6462,1723,4634,4832,2666,3473,1,2511,847,1,93846,0
8034,2011,4375,3538,723,18374,1,2609,494,1,175854,1
12616,1326,4851,3575,1883,15976,1,1318,2918,1,178164,1
9394,772,4774,3327,2179,18195,1,3569,904,1,184166,1
4754,2477,4376,2601,1577,9626,1,1435,2859,1,120466,0
9253,2524,1831,4250,1606,14090,1,3739,2903,1,162208,0
11053,2680,2104,4080,1445,8828,1,1315,2195,1,122110,0
10382,1393,2362,2816,955,4701,1,641,374,1,78448,0
3115,2919,2282,2438,853,18164,1,3668,1296,1,161504,0
2272,318,4639,4811,1571,12076,1,2807,1238,1,134768,0
10730,2302,1956,4714,2390,5117,1,3587,1268,1,107656,0
12494,2236,2910,2542,2262,15325,1,2503,1570,1,164044,0
2868,2312,1843,4349,2042,8926,1,722,2024,1,103762,0
3836,2737,4620,3612,549,10863,1,188,984,1,117048,0
10988,902,2337,1428,1542,7230,1,2527,355,1,96842,0
484,2749,1771,2690,1176,18102,1,2939,2246,1,156024,0
9121,1913,2798,3961,670,11705,1,611,1811,1,130372,0
5922,2961,242,3343,1374,11040,1,208,85,1,102276,0
14575,701,934,1460,1412,2200,1,3113,2029,1,76730,0
7497,2725,3567,4823,1322,19468,1,2193,304,1,183454,1
12865,2964,2708,3954,907,9451,1,386,1586,1,124724,0
13158,945,3377,1497,1285,3348,1,189,558,1,73358,0
1122,915,1887,1729,782,2461,1,2836,1050,1,50422,0
3299,1670,844,3164,2913,7450,1,2367,1707,1,92802,0
13573,652,2873,3185,2157,6130,1,344,1777,1,102270,0
13792,1402,4930,2486,2305,19930,1,2321,1613,1,199988,1
2507,2331,670,3604,1583,9846,1,3199,1712,1,108668,0
7806,1590,4454,2762,2825,17923,1,3025,2249,1,181950,1
13118,937,4223,4176,2950,6858,1,2707,1193,1,124364,0
11795,2281,3637,3483,2017,9088,1,723,2014,1,126152,0
9253,2019,3856,3020,591,2377,1,3047,130,1,78210,0
11821,2081,1312,3194,695,5430,1,1094,2728,1,95096,0
2349,1315,1322,4505,1179,16645,1,360,1249,1,139310,0
5580,887,4115,1759,611,12225,1,3817,1448,1,132072,0
6163,2995,1595,2056,368,19067,1,2410,1934,1,165444,0
3145,1377,1574,1704,2890,8837,1,2745,2941,1,103712,0
6423,1599,4137,1203,2987,7442,1,2674,1581,1,105060,0
3502,2060,3448,2094,1935,16939,1,2018,1969,1,154754,0
6524,855,3619,4270,2654,11908,1,2613,1687,1,140280,0
8807,2567,3723,730,478,11329,1,2382,266,1,120092,0
10973,1220,122,4953,1906,18776,1,3224,2382,1,183588,1
10630,1976,1724,4194,2951,2870,1,2217,314,1,82140,0
13996,2408,679,4175,1998,14904,1,3847,1192,1,165810,0
14691,2630,1535,1555,2999,13341,1,2861,460,1,146340,0
1900,2804,368,4341,934,9157,1,3747,38,1,100204,0
5504,340,870,4128,2870,14342,1,1672,984,1,134106,0
8489,686,2106,4241,2144,8183,1,182,59,1,98098,0
3767,2758,4091,3536,2134,16605,1,3599,2545,1,172042,0
6591,2756,1431,1707,2232,6433,1,2526,2433,1,94154,0
10600,1472,3668,4653,2446,18209,1,2866,2204,1,191864,1
14098,667,939,2203,1785,6184,1,1621,1474,1,95162,0
2213,394,1478,3359,709,8001,1,1045,992,1,82144,0
6210,2222,2810,1282,2354,7399,1,1203,2868,1,98628,0
1726,2159,4488,2930,1193,6756,1,2833,547,1,93894,0
2080,2227,1192,2927,979,8079,1,3006,507,1,89584,0
4302,2469,4406,1177,2976,6862,1,597,2863,1,96848,0
3217,1317,757,2276,469,18772,1,1196,169,1,140240,0
10483,333,1053,1577,2564,15729,1,623,93,1,134528,0
7224,2185,1108,2861,542,9287,1,1474,2866,1,108870,0
9372,936,1797,2637,2770,11828,1,3572,766,1,132222,0
2762,1760,861,4671,2643,4543,1,3774,138,1,79374,0
12347,2810,4959,3073,367,9480,1,881,2854,1,135006,0
5797,1717,2191,2731,625,9182,1,2175,490,1,101728,0
4248,1045,428,4374,2949,5335,1,935,2605,1,81872,0
